id,yield
15318,6595.34573088312
15319,5192.3418339519685
15320,6357.255617518446
15321,6818.161436199007
15322,5839.50284242748
15323,6399.207020924584
15324,5437.826186561372
15325,5144.743507104037
15326,3428.0179203699413
15327,5438.483066708248
15328,4335.360633830747
15329,7419.471420426684
15330,6213.020758180002
15331,5438.483066708248
15332,7422.7068485721575
15333,5438.483066708248
15334,6539.7224150684915
15335,6539.7224150684915
15336,3938.505460961131
15337,3759.6506114797007
15338,5438.483066708248
15339,6595.34573088312
15340,7410.674625325633
15341,8234.5061588056
15342,6399.207020924584
15343,5471.378666788228
15344,5041.924304283781
15345,5298.837697455093
15346,8239.782276455731
15347,5599.859518034019
15348,6917.510169241515
15349,5867.892176391973
15350,3428.0179203699413
15351,7684.354963523515
15352,5131.35713292647
15353,5840.441044116898
15354,4994.323095421571
15355,5602.295603370735
15356,8283.821690299888
15357,4677.490688285808
15358,3960.651695418301
15359,6539.7224150684915
15360,5632.958330125116
15361,5629.63809829316
15362,7305.136581167288
15363,6497.891672456341
15364,2610.3468908198956
15365,5630.238745966362
15366,4091.363606462114
15367,6209.832975449814
15368,5626.65050039265
15369,4644.790153158031
15370,5280.527845588154
15371,7001.062693453453
15372,6209.629886454677
15373,5865.113621664383
15374,4335.360633830747
15375,7007.4449662262305
15376,4335.360633830747
15377,5616.04058658416
15378,4981.92482423562
15379,3036.150938340636
15380,8204.291912592795
15381,7821.954762952416
15382,7822.214552021706
15383,5471.378666788228
15384,6209.832975449814
15385,6539.7224150684915
15386,5000.341552835364
15387,3516.5809105185112
15388,5667.340222454697
15389,5835.760811969458
15390,6539.7224150684915
15391,5471.378666788228
15392,5471.378666788228
15393,3449.8590196057958
15394,5837.690412348988
15395,8222.64166327248
15396,7459.025706365551
15397,6911.58874410582
15398,3969.0135629378383
15399,8191.518238770248
15400,7028.490186507818
15401,6602.157331677773
15402,4847.27151600847
15403,4620.657266111651
15404,5617.279985935839
15405,6922.619007231591
15406,6209.832975449814
15407,8192.491258188405
15408,6539.7224150684915
15409,5894.332454043689
15410,5597.537687196167
15411,5629.63809829316
15412,4335.360633830747
15413,7816.641712218744
15414,7305.136581167288
15415,4485.7226153483325
15416,5836.582129095069
15417,6210.6410520961535
15418,6761.726345197513
15419,5597.537687196167
15420,5895.398502720681
15421,6212.212681533663
15422,5471.378666788228
15423,4020.8010707333365
15424,7012.304917184017
15425,7050.246484139039
15426,6539.7224150684915
15427,8133.392687149013
15428,7422.7068485721575
15429,5438.483066708248
15430,5438.483066708248
15431,4620.657266111651
15432,5438.483066708248
15433,8132.241557136393
15434,5438.483066708248
15435,5471.378666788228
15436,7383.154620402036
15437,7410.674625325633
15438,7823.176641031641
15439,3716.0950941298074
15440,6207.274207607538
15441,8270.835071417812
15442,6619.84620275181
15443,6906.931535700088
15444,8191.2204469342405
15445,6210.6410520961535
15446,4740.026506919715
15447,7409.346207009799
15448,8147.84287407931
15449,7410.674625325633
15450,6922.619007231591
15451,5438.483066708248
15452,6210.6410520961535
15453,5872.568257232844
15454,5616.04058658416
15455,5852.726772522621
15456,6884.255857875763
15457,7411.751270479241
15458,6357.255617518446
15459,3516.5809105185112
15460,6904.001394500839
15461,6918.185077743943
15462,5438.483066708248
15463,7410.674625325633
15464,3774.7644444511616
15465,6997.788082318955
15466,7010.719577360728
15467,3759.6506114797007
15468,7280.870255988128
15469,3516.5809105185112
15470,6209.832975449814
15471,6914.5188853050695
15472,5927.129863274045
15473,4447.2355150929225
15474,5597.537687196167
15475,7459.025706365551
15476,3759.6506114797007
15477,6536.27937056907
15478,8188.445881357432
15479,2610.3468908198956
15480,7457.5441344313185
15481,5908.329256354117
15482,5597.537687196167
15483,5875.674352879054
15484,6209.832975449814
15485,6906.96061071346
15486,3311.858692478166
15487,4335.360633830747
15488,4955.358824162276
15489,7769.416340793376
15490,5616.04058658416
15491,5438.483066708248
15492,4990.599200846671
15493,6539.7224150684915
15494,6209.832975449814
15495,4526.848147621673
15496,4160.064998378203
15497,5471.378666788228
15498,8166.586225102532
15499,4083.0078011873948
15500,5471.378666788228
15501,6209.832975449814
15502,6922.957048837971
15503,3311.858692478166
15504,5626.65050039265
15505,5438.483066708248
15506,6394.39563653687
15507,7419.471420426684
15508,6209.832975449814
15509,7410.674625325633
15510,6847.31664461663
15511,4965.26772964164
15512,5299.52417609029
15513,5629.63809829316
15514,7412.1561972598665
15515,6914.5188853050695
15516,6539.7224150684915
15517,6542.68857926707
15518,6539.7224150684915
15519,7001.062693453453
15520,7410.674625325633
15521,6209.832975449814
15522,6213.537523379229
15523,4642.252507233367
15524,6917.483310915971
15525,6357.255617518446
15526,4981.331479312465
15527,5602.295603370735
15528,7036.214892830757
15529,4024.9794458226866
15530,5247.773925934669
15531,6923.29391573402
15532,7422.7068485721575
15533,7815.696977895026
15534,5438.483066708248
15535,6997.788082318955
15536,5626.65050039265
15537,8214.63486803897
15538,5874.588833760187
15539,8241.111267330452
15540,6209.832975449814
15541,4642.249460839355
15542,4755.210891599429
15543,6539.7224150684915
15544,7412.1561972598665
15545,6755.015903203367
15546,5626.65050039265
15547,7457.5441344313185
15548,4096.925082335901
15549,7459.025706365551
15550,6399.207020924584
15551,7422.7068485721575
15552,4698.303608116358
15553,7410.674625325633
15554,5597.537687196167
15555,7459.025706365551
15556,3382.730649057088
15557,6395.654590293818
15558,6997.788082318955
15559,7814.573669429347
15560,6914.5188853050695
15561,6208.821809808337
15562,5011.8243051989975
15563,5655.6566572878455
15564,6212.847743705992
15565,6539.7224150684915
15566,8174.055160173684
15567,7410.674625325633
15568,6423.40363669765
15569,7410.674625325633
15570,6209.832975449814
15571,6209.832975449814
15572,7410.674625325633
15573,6847.55939350653
15574,7459.025706365551
15575,7033.7859366881985
15576,4621.055277712203
15577,8228.124648448376
15578,6497.891672456341
15579,7302.902379117975
15580,7410.674625325633
15581,4642.249460839355
15582,6502.585313043768
15583,7001.034705957461
15584,6914.5188853050695
15585,3969.0135629378383
15586,4335.360633830747
15587,5599.859518034019
15588,6213.537523379229
15589,6586.149648166807
15590,6539.7224150684915
15591,5616.95263197392
15592,5629.63809829316
15593,6208.821809808337
15594,5616.04058658416
15595,6210.658501102215
15596,4978.292575562493
15597,6579.428238129831
15598,6539.7224150684915
15599,4096.925082335901
15600,5471.378666788228
15601,5471.378666788228
15602,6814.346809638442
15603,5486.065171823832
15604,6212.526357737753
15605,3770.1972296627446
15606,7305.136581167288
15607,5597.537687196167
15608,6210.6410520961535
15609,4853.516108953599
15610,6399.207020924584
15611,4493.538227063596
15612,7529.475263744555
15613,5630.238745966362
15614,6818.161436199007
15615,8309.879386064731
15616,6485.970827459438
15617,5048.213610739889
15618,5599.859518034019
15619,6360.448347553378
15620,5626.65050039265
15621,6595.34573088312
15622,5629.63809829316
15623,6922.619007231591
15624,5438.483066708248
15625,3382.730649057088
15626,5840.441044116898
15627,3449.8590196057958
15628,5840.292321383418
15629,7010.719577360728
15630,5617.279985935839
15631,7308.038897995047
15632,6074.318016142601
15633,6539.7224150684915
15634,5770.265152742447
15635,6399.382718505368
15636,4317.836759037773
15637,6762.538120384378
15638,5438.483066708248
15639,8153.992220163928
15640,4019.615045953328
15641,6304.729370937566
15642,8202.606885715028
15643,6539.7224150684915
15644,3716.0950941298074
15645,4094.246628493449
15646,5438.483066708248
15647,4091.363606462114
15648,7027.543327845815
15649,4091.363606462114
15650,6208.828388038985
15651,7305.136581167288
15652,4012.3303380118846
15653,5438.483066708248
15654,6818.161436199007
15655,7410.674625325633
15656,5835.760811969458
15657,7823.62980101164
15658,4688.981381703605
15659,6539.7224150684915
15660,5438.483066708248
15661,3759.6506114797007
15662,6357.255617518446
15663,5095.497193927769
15664,6814.346809638442
15665,6818.161436199007
15666,4009.398460528294
15667,3963.6564887233258
15668,5485.164639159156
15669,5895.398502720681
15670,6485.970827459438
15671,8155.4421526074075
15672,6210.6410520961535
15673,6792.143972430156
15674,5840.441044116898
15675,5438.483066708248
15676,7820.516251535131
15677,4983.255143690219
15678,8247.817596734652
15679,6539.7224150684915
15680,6539.7224150684915
15681,3969.0135629378383
15682,6751.8333956243005
15683,5631.36863128428
15684,5471.378666788228
15685,3759.6506114797007
15686,7459.025706365551
15687,6922.619007231591
15688,7410.674625325633
15689,6439.288443637733
15690,4627.782134489744
15691,7007.4449662262305
15692,5841.382157074071
15693,7410.674625325633
15694,5655.222286847731
15695,8193.642388201026
15696,6762.538120384378
15697,6997.788082318955
15698,5438.483066708248
15699,4317.836759037773
15700,4620.373196518775
15701,6914.5188853050695
15702,3311.858692478166
15703,4096.925082335901
15704,8206.189884530091
15705,5020.740756512236
15706,5438.483066708248
15707,4626.5516837359155
15708,4627.782134489744
15709,6209.832975449814
15710,6994.878051169108
15711,5839.569726995578
15712,7043.442820595474
15713,5629.63809829316
15714,5629.63809829316
15715,4904.498953862732
15716,7457.5441344313185
15717,6497.891672456341
15718,5597.537687196167
15719,5628.240199233487
15720,7075.810652460426
15721,7308.038897995047
15722,4954.123144393832
15723,5471.378666788228
15724,5840.292321383418
15725,5839.569726995578
15726,6209.832975449814
15727,7043.442820595474
15728,4620.657266111651
15729,7410.674625325633
15730,6539.7224150684915
15731,7304.44890386702
15732,8234.74683041429
15733,4335.360633830747
15734,5471.378666788228
15735,5655.6566572878455
15736,5657.514369870437
15737,7422.7068485721575
15738,7410.674625325633
15739,6539.7224150684915
15740,4635.355016779394
15741,4096.925082335901
15742,4335.360633830747
15743,5626.65050039265
15744,6539.7224150684915
15745,6539.7224150684915
15746,7045.930339251378
15747,7728.413914683612
15748,7457.5441344313185
15749,7410.674625325633
15750,6539.7224150684915
15751,5602.295603370735
15752,8198.375242878099
15753,6818.161436199007
15754,6209.832975449814
15755,6919.688866032341
15756,4934.032603676642
15757,8177.235749494301
15758,5438.483066708248
15759,7419.471420426684
15760,3382.730649057088
15761,3449.8590196057958
15762,6911.58874410582
15763,7774.109031971839
15764,5438.483066708248
15765,8013.392582657882
15766,7740.786058454193
15767,3428.0179203699413
15768,6213.537523379229
15769,4040.053548855005
15770,5471.378666788228
15771,4663.907784606978
15772,5471.378666788228
15773,7410.674625325633
15774,5471.378666788228
15775,5840.292321383418
15776,6914.5188853050695
15777,6539.7224150684915
15778,6536.27937056907
15779,5839.569726995578
15780,6539.7224150684915
15781,7377.2836116702865
15782,4335.360633830747
15783,5839.569726995578
15784,4653.330134632361
15785,5626.65050039265
15786,4654.010970690628
15787,5079.410344994238
15788,6360.448347553378
15789,6211.983342947782
15790,3960.651695418301
15791,7392.081990802535
15792,7281.626140457885
15793,4091.363606462114
15794,7029.272821629939
15795,6577.239754336206
15796,7422.7068485721575
15797,4957.422406858139
15798,6539.7224150684915
15799,4335.360633830747
15800,6209.832975449814
15801,6213.537523379229
15802,7727.363407651707
15803,7017.88644393854
15804,5630.238745966362
15805,6211.983342947782
15806,5871.630065453149
15807,4650.7130800642735
15808,6209.832975449814
15809,7459.025706365551
15810,6818.161436199007
15811,5658.644255188355
15812,5597.537687196167
15813,4017.9180487020017
15814,5880.701101284661
15815,5630.238745966362
15816,4335.360633830747
15817,6208.821809808337
15818,5629.63809829316
15819,3960.651695418301
15820,7410.674625325633
15821,5858.59641810336
15822,7822.319856005009
15823,5609.1331182196855
15824,4666.448476925651
15825,8223.924666218203
15826,7308.038897995047
15827,5138.525778521698
15828,6207.817222397509
15829,8214.421042405254
15830,4317.836759037773
15831,5447.41577282357
15832,5911.244663653371
15833,4091.363606462114
15834,6208.2787950183665
15835,5619.846366928616
15836,5602.295603370735
15837,4335.360633830747
15838,8242.285242994887
15839,5628.240199233487
15840,7386.940495577562
15841,5626.65050039265
15842,5837.45344621639
15843,4335.360633830747
15844,6539.7224150684915
15845,7459.025706365551
15846,7744.208729959664
15847,4335.360633830747
15848,7422.7068485721575
15849,6397.588366571801
15850,4447.2355150929225
15851,5478.453660320957
15852,6208.821809808337
15853,6922.619007231591
15854,5080.020747628604
15855,3971.896584969172
15856,6505.4242815143625
15857,5839.569726995578
15858,7410.674625325633
15859,6539.7224150684915
15860,6539.7224150684915
15861,7713.292136010365
15862,5855.731258572247
15863,5008.625483019301
15864,5629.63809829316
15865,5126.588959341409
15866,6210.6410520961535
15867,6088.2598019572215
15868,8144.042211540783
15869,5879.382414964621
15870,7017.88644393854
15871,7308.038897995047
15872,4453.0583861953
15873,6539.7224150684915
15874,4099.497457756359
15875,6650.942337868935
15876,7028.490186507818
15877,4682.671879697946
15878,6414.522163367788
15879,5597.537687196167
15880,6912.123831692484
15881,7742.886683032836
15882,6209.629886454677
15883,7017.88644393854
15884,6208.2787950183665
15885,4335.360633830747
15886,3516.5809105185112
15887,7624.675824835798
15888,7459.025706365551
15889,5626.65050039265
15890,6539.7224150684915
15891,7457.5441344313185
15892,7410.674625325633
15893,5617.279985935839
15894,7410.674625325633
15895,7832.093263408511
15896,7459.025706365551
15897,5670.327820355205
15898,6209.629886454677
15899,5438.483066708248
15900,5597.537687196167
15901,7825.041830785016
15902,5023.344768486619
15903,4967.351372335914
15904,6485.970827459438
15905,7410.674625325633
15906,3943.2641136485154
15907,4091.363606462114
15908,5858.59641810336
15909,5438.483066708248
15910,3449.8590196057958
15911,6539.7224150684915
15912,4335.360633830747
15913,4099.497457756359
15914,6810.639219017996
15915,7308.038897995047
15916,4662.234523194895
15917,5626.65050039265
15918,8191.2204469342405
15919,7735.588094125093
15920,6758.723493823813
15921,7422.7068485721575
15922,5852.726772522621
15923,3311.858692478166
15924,6539.7224150684915
15925,8108.781388924528
15926,6818.161436199007
15927,6397.588366571801
15928,6210.6410520961535
15929,7436.8675558120185
15930,6212.021118073916
15931,6922.619007231591
15932,5670.327820355205
15933,2599.1635040678157
15934,5653.364574265139
15935,4094.246628493449
15936,5626.65050039265
15937,6539.7224150684915
15938,6539.7224150684915
15939,4012.3303380118846
15940,7410.674625325633
15941,5767.30638443541
15942,5627.009377853437
15943,3424.027392743163
15944,7410.674625325633
15945,7459.025706365551
15946,6502.585313043768
15947,6360.448347553378
15948,5471.378666788228
15949,4644.790153158031
15950,4663.907784606978
15951,6917.483310915971
15952,6817.621420772939
15953,6210.6410520961535
15954,5438.483066708248
15955,6539.7224150684915
15956,3439.3538437001193
15957,8209.655044390402
15958,5438.483066708248
15959,5869.787683793186
15960,6539.7224150684915
15961,5837.690412348988
15962,4641.022056479539
15963,5839.569726995578
15964,6357.255617518446
15965,6357.255617518446
15966,6210.6410520961535
15967,4335.360633830747
15968,5438.483066708248
15969,5048.519854436283
15970,5438.483066708248
15971,5841.382157074071
15972,4962.61344786207
15973,6209.832975449814
15974,7410.674625325633
15975,6922.619007231591
15976,8189.964681435646
15977,6536.27937056907
15978,3938.505460961131
15979,5602.295603370735
15980,6570.270213928118
15981,4109.947597350827
15982,3428.0179203699413
15983,4727.727182515096
15984,6539.7224150684915
15985,5626.65050039265
15986,6211.15781729538
15987,6771.929700226915
15988,4699.946590617113
15989,7818.170530314869
15990,6814.346809638442
15991,3424.027392743163
15992,4099.497457756359
15993,5602.295603370735
15994,6213.537523379229
15995,6579.428238129831
15996,5597.537687196167
15997,4980.100547399153
15998,6399.207020924584
15999,3969.0135629378383
16000,3756.2699332649845
16001,4521.084351118306
16002,6536.27937056907
16003,4620.657266111651
16004,8213.451046477183
16005,2599.1635040678157
16006,4317.836759037773
16007,4887.720796672972
16008,6539.7224150684915
16009,5620.173720573582
16010,6735.101836852053
16011,7471.21490852711
16012,3969.0135629378383
16013,8229.298624112813
16014,7410.674625325633
16015,6536.27937056907
16016,5885.381333432101
16017,7410.674625325633
16018,6582.358379329081
16019,6212.212681533663
16020,4096.925082335901
16021,8208.384233136236
16022,4521.084351118306
16023,6502.585313043768
16024,6539.7224150684915
16025,6817.621420772939
16026,4335.360633830747
16027,7010.719577360728
16028,5438.483066708248
16029,4317.836759037773
16030,7814.3981159442965
16031,7457.5441344313185
16032,5471.378666788228
16033,3716.0950941298074
16034,4335.360633830747
16035,7459.025706365551
16036,6817.621420772939
16037,4096.925082335901
16038,5653.364574265139
16039,5626.65050039265
16040,6539.7224150684915
16041,5485.164639159156
16042,5629.63809829316
16043,4534.962668805821
16044,5631.36863128428
16045,7459.025706365551
16046,7010.719577360728
16047,6579.428238129831
16048,7305.136581167288
16049,6399.207020924584
16050,4663.907784606978
16051,7785.576664269705
16052,4091.568008121388
16053,4009.398460528294
16054,4335.360633830747
16055,7459.025706365551
16056,6209.832975449814
16057,4040.053548855005
16058,8215.149706110551
16059,5835.760811969458
16060,5438.483066708248
16061,4091.363606462114
16062,6539.7224150684915
16063,8156.771143482126
16064,4017.9180487020017
16065,6906.931535700088
16066,6579.428238129831
16067,3969.0135629378383
16068,5438.483066708248
16069,7459.025706365551
16070,6492.354636270179
16071,6539.7224150684915
16072,4669.885957171137
16073,7482.302926336878
16074,6539.7224150684915
16075,6539.7224150684915
16076,3759.6506114797007
16077,5437.826186561372
16078,4526.746660147497
16079,5626.65050039265
16080,6209.832975449814
16081,6539.7224150684915
16082,6213.537523379229
16083,6501.084402491273
16084,4620.657266111651
16085,5626.65050039265
16086,5471.378666788228
16087,5626.65050039265
16088,6212.526357737753
16089,7812.8692978481695
16090,7001.062693453453
16091,6821.436047333505
16092,5438.483066708248
16093,4335.360633830747
16094,4738.473864499049
16095,4019.615045953328
16096,5837.690412348988
16097,6539.7224150684915
16098,8199.88389184585
16099,5839.569726995578
16100,3428.0179203699413
16101,4960.058914017172
16102,6539.7224150684915
16103,4094.246628493449
16104,6571.364450567506
16105,8238.702795901347
16106,6539.7224150684915
16107,6211.201515892187
16108,4965.26772964164
16109,3311.858692478166
16110,7820.791037908881
16111,5006.464381611593
16112,6539.7224150684915
16113,6926.231659972469
16114,4335.360633830747
16115,5438.483066708248
16116,3428.0179203699413
16117,4727.391861237029
16118,3770.1972296627446
16119,7410.674625325633
16120,4017.9180487020017
16121,6991.377822050185
16122,5617.279985935839
16123,8217.589825596715
16124,5891.906190308617
16125,6810.639219017996
16126,7001.062693453453
16127,6212.212681533663
16128,4160.064998378203
16129,7459.025706365551
16130,4973.526060316306
16131,4965.26772964164
16132,4335.360633830747
16133,6611.61085614636
16134,4845.967655793472
16135,5839.569726995578
16136,4844.877793408279
16137,7017.88644393854
16138,6539.7224150684915
16139,6595.34573088312
16140,5471.378666788228
16141,3969.0135629378383
16142,8208.372213581422
16143,7390.067048925184
16144,7308.038897995047
16145,2599.1635040678157
16146,5626.65050039265
16147,6539.7224150684915
16148,5647.999515773626
16149,5847.6566588044625
16150,5854.859941450926
16151,8201.680489063556
16152,8211.751391162217
16153,6539.7224150684915
16154,5159.413398938839
16155,5471.378666788228
16156,5930.968813494999
16157,6399.207020924584
16158,7459.025706365551
16159,6917.510169241515
16160,8209.535363148856
16161,5914.20343196041
16162,7412.1561972598665
16163,5471.378666788228
16164,5438.483066708248
16165,6210.196928481357
16166,4015.2133600432194
16167,7459.025706365551
16168,5656.352172165648
16169,6209.832975449814
16170,8189.620266832952
16171,6399.207020924584
16172,7057.264322506703
16173,4880.098000567105
16174,7412.1561972598665
16175,3716.0950941298074
16176,4335.360633830747
16177,4335.360633830747
16178,6536.27937056907
16179,7457.5441344313185
16180,6463.61882209737
16181,5426.773127458266
16182,7410.674625325633
16183,4009.398460528294
16184,7742.886683032836
16185,8229.887782174668
16186,6399.207020924584
16187,3709.4065726570516
16188,6539.7224150684915
16189,6210.6410520961535
16190,5471.378666788228
16191,4928.548533440848
16192,7459.025706365551
16193,7410.674625325633
16194,4518.327295765948
16195,7830.849164836297
16196,4096.925082335901
16197,4335.360633830747
16198,2708.0911314206287
16199,6357.255617518446
16200,7419.471420426684
16201,7410.674625325633
16202,5630.238745966362
16203,5629.63809829316
16204,5653.364574265139
16205,6941.066982792103
16206,4727.257913419069
16207,6539.7224150684915
16208,4957.095056244465
16209,6802.134692590739
16210,6999.9167424320885
16211,7744.208729959664
16212,5277.810010983481
16213,4099.497457756359
16214,5616.04058658416
16215,6209.832975449814
16216,5617.279985935839
16217,8228.004967206829
16218,6542.725266442192
16219,4658.335785340933
16220,5837.30472348291
16221,5658.644255188355
16222,5156.494455488065
16223,5689.92722527008
16224,7310.897318260175
16225,7410.674625325633
16226,2795.015319916623
16227,5471.378666788228
16228,3706.0899868436345
16229,7410.674625325633
16230,8189.620266832952
16231,6539.7224150684915
16232,5629.63809829316
16233,8190.771396845571
16234,3311.858692478166
16235,3311.858692478166
16236,4627.782134489744
16237,5646.268982782506
16238,5837.690412348988
16239,8208.384233136236
16240,4094.246628493449
16241,7410.674625325633
16242,4335.360633830747
16243,6904.001394500839
16244,7819.468990982054
16245,8208.326053515682
16246,6814.346809638442
16247,4317.836759037773
16248,4736.241008628157
